name,host_name,host_location,neighbourhood_cleansed,property_type,room_type,accommodates,rooms_text,beds,price
Townhouse in Illes Balears,Hfl,No info,Sant Lluis,Private room in bed and breakfast,Private room,4,2,3,96
Cabin in Menorca,Familia,No info,Ciutadella de Menorca,Entire cabin,Entire home/apt,2,1,1,90
Villa in Punta Prima,World2Meet,No info,Sant Lluis,Entire villa,Entire home/apt,4,1,3,99
Villa in Illes Balears,3Villas,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,3,6,960
Home in S'Algar,Paul,No info,Sant Lluis,Entire home,Entire home/apt,5,2,3,178
Farm stay in Sant Lluis,Alfonso,No info,Sant Lluis,Private room in farm stay,Private room,2,1,1,120
Vacation home in Illes Balears,Jaime,No info,Es Mercadal,Entire vacation home,Entire home/apt,4,1,3,70
Rental unit in Fornells,Mariana,No info,Es Mercadal,Entire rental unit,Entire home/apt,5,2,3,133
Rental unit in Son Parc,Marta,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,80
Villa in Es Mercadal,L'Enzell Menorca,No info,Es Mercadal,Entire villa,Entire home/apt,10,4,8,187
Home in Ferreries,Lala,No info,Ferreries,Entire home,Entire home/apt,8,3,6,380
Villa in Ferreries,Linda,No info,Ferreries,Entire villa,Entire home/apt,10,5,7,750
Home in Illes Balears,Alina,No info,Ferreries,Entire home,Entire home/apt,4,2,2,800
Condo in Cala Morell,Jorge,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,3,114
Villa in Alaior,3Villas,No info,Es Mercadal,Entire villa,Entire home/apt,8,2,7,1200
Home in Es Mercadal,Laura - BELVILLA,No info,Es Mercadal,Entire home,Entire home/apt,6,2,6,270
Chalet in Ciutadella de Menorca,Holidu,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,5,2,4,176
Villa in Cala Morell,Marta,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,3,5,220
Home in Es Mercadal,Jaume,No info,Es Mercadal,Entire home,Entire home/apt,6,2,3,290
Farm stay in Illes Balears,Alina,No info,Ferreries,Farm stay,Entire home/apt,10,5,6,1600
Villa in Alaior,Virginia,No info,Alaior,Entire villa,Entire home/apt,6,0,5,118
Rental unit in Cala en Porter,Damia,No info,Alaior,Entire rental unit,Entire home/apt,4,1,2,50
Villa in Ciudadela de Menorca,Alessandro,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,10,3,6,112
Villa in Ciudadela de Menorca,Raul,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,12,3,9,430
Condo in Ciutadella de Menorca,Antoni,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,3,1,3,125
Home in Es Mercadal,Anna&Marga,No info,Es Mercadal,Entire home,Entire home/apt,6,3,5,281
Camper/RV in L'Argentina,Macarena,No info,Alaior,Camper/RV,Entire home/apt,3,1,1,30
Chalet in Cala en Porter,Julio,No info,Alaior,Entire chalet,Entire home/apt,6,2,5,92
Villa in Illes Balears,Villas,No info,Alaior,Entire villa,Entire home/apt,6,3,5,169
Villa in Punta Prima,Miquel,No info,Sant Lluis,Entire villa,Entire home/apt,10,4,8,450
Villa in Punta prima,Villa Plus,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,6,831
Villa in Punta Prima,Heike,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,8,350
Villa in Son Bou,World2Meet,No info,Alaior,Entire villa,Entire home/apt,8,3,7,154
Villa in Punta Prima,Holidu,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,0,328
Home in Cala Morell,Isabel,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,5,168
Rental unit in Cala Morell,Martin,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,6,3,4,160
Condo in Ciutadella de Menorca,Antonio,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,5,1,5,130
Villa in Mao,Holidu,No info,Mahon,Entire villa,Entire home/apt,10,5,8,353
Rental unit in Cala Morell,Martin,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,3,3,145
Villa in Son Bou,Prestige Villas Spain,No info,Alaior,Entire villa,Entire home/apt,6,2,5,0
Home in Ciutadella de Menorca,Jose Luis,No info,Ciutadella de Menorca,Private room in home,Private room,2,2,1,31
Home in Es Canutells,Sonia,No info,Mahon,Entire home,Entire home/apt,8,4,5,217
Farm stay in Illes Balears,Alejandro,No info,Mahon,Private room in farm stay,Private room,2,1,1,500
Rental unit in Platges de Fornells,Pere,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,167
Chalet in Es Migjorn Gran,Virginia,No info,Es Migjorn Gran,Entire chalet,Entire home/apt,6,0,5,118
Villa in Cala Galdana,Sonne Villas,No info,Ferreries,Entire villa,Entire home/apt,9,3,6,150
Villa in Binibequer,3Villas,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,144
Serviced apartment in Santo Tomas,Lola,No info,Es Migjorn Gran,Entire serviced apartment,Entire home/apt,5,2,5,75
Rental unit in Fornells,Carlos,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,120
Rental unit in Platges de Fornells,Saioa,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,2,4,113
Home in Mercadal,Laura - BELVILLA,No info,Es Mercadal,Entire home,Entire home/apt,8,4,6,323
Villa in Cala en Porter,Menorca Habitat,No info,Alaior,Entire villa,Entire home/apt,4,1,3,136
Rental unit in Cala en Porter,Andreu,No info,Alaior,Entire rental unit,Entire home/apt,4,1,2,85
Villa in Cala en Porter,Agnes,No info,Alaior,Entire villa,Entire home/apt,6,2,5,140
Villa in Cala Morell,Cocoislander Sl,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,10,4,7,618
Condo in Cala en Porter,Samantha,No info,Alaior,Entire condo,Entire home/apt,5,1,3,120
Guesthouse in Mao,Ina,No info,Mahon,Entire guesthouse,Entire home/apt,9,3,8,200
Home in Cala Morell,Chic Holidays,No info,Ciutadella de Menorca,Entire home,Entire home/apt,9,3,6,233
Home in S'Algar,Paul,No info,Sant Lluis,Entire home,Entire home/apt,6,3,5,393
Condo in Binibeca,Marc,No info,Sant Lluis,Entire condo,Entire home/apt,4,1,3,90
Home in Alcaufar,Marta,No info,Sant Lluis,Entire home,Entire home/apt,11,5,9,1000
Rental unit in Mao,Artiem,No info,Mahon,Entire rental unit,Entire home/apt,2,1,3,116
Rental unit in Es Mercadal,Fernando - Interhome Group,No info,Alaior,Entire rental unit,Entire home/apt,4,1,3,100
Home in Cala en Porter,Holidu,No info,Alaior,Entire home,Entire home/apt,6,1,5,122
Earthen home in Illes Balears,Daymi,No info,Mahon,Private room in earthen home,Private room,2,1,1,160
Home in Punta Prima,Alberto,No info,Sant Lluis,Entire home,Entire home/apt,6,1,0,400
Villa in Sant Lluis,3Villas,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,138
Home in Cap d'en Font,Yolanda,No info,Sant Lluis,Entire home,Entire home/apt,6,2,5,150
Villa in Cala en Porter,Maribel,No info,Alaior,Entire villa,Entire home/apt,6,2,5,110
Rental unit in Son Parc,Alex,No info,Es Mercadal,Entire rental unit,Entire home/apt,2,1,1,65
Home in Es Mercadal,Fernando - Interhome Group,No info,Alaior,Entire home,Entire home/apt,6,3,5,176
Condo in Alaior,Patrizia,No info,Alaior,Entire condo,Entire home/apt,4,1,3,50
Villa in Es Canutells,Richard,No info,Mahon,Entire villa,Entire home/apt,8,2,7,306
Rental unit in Cala en Porter,Iskan,No info,Alaior,Entire rental unit,Entire home/apt,4,1,3,95
Villa in Cap d'en Font,Menorca Habitat,No info,Sant Lluis,Entire villa,Entire home/apt,10,5,9,424
Bungalow in Binidali,Rebekka,No info,Mahon,Entire bungalow,Entire home/apt,5,1,6,135
Villa in Es Canutells,Homerti,No info,Mahon,Entire villa,Entire home/apt,6,2,4,447
Guesthouse in Sant Lluis,David,No info,Sant Lluis,Entire guesthouse,Entire home/apt,2,1,1,120
Villa in Sant Jaume,Prestige Villas Spain,No info,Alaior,Entire villa,Entire home/apt,6,2,5,0
Townhouse in Illes Balears,Juan,No info,Mahon,Entire townhouse,Entire home/apt,6,2,6,200
Condo in Binibequer,Carme,No info,Sant Lluis,Entire condo,Entire home/apt,5,1,3,50
Home in Ciutadella de Menorca,Jose Luis,No info,Ciutadella de Menorca,Private room in home,Private room,2,2,1,31
Villa in Binibequer,World2Meet,No info,Sant Lluis,Entire villa,Entire home/apt,4,2,3,152
Rental unit in Ciutadella de Menorca,Gerard,No info,Ciutadella de Menorca,Private room in rental unit,Private room,2,1,1,35
Villa in Sant Lluis,Holidu,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,4,270
Villa in Sant Lluis,Rua Nova Real Estate,No info,Sant Lluis,Entire villa,Entire home/apt,6,3,4,220
Home in Es Mercadal,Alessandro,No info,Es Mercadal,Private room in home,Private room,2,1,1,55
Rental unit in Mao,Carmen,No info,Mahon,Entire rental unit,Entire home/apt,4,1,3,40
Rental unit in Son Bou,Maria,No info,Alaior,Entire rental unit,Entire home/apt,6,2,5,50
Villa in Sant Jaume,World2Meet,No info,Alaior,Entire villa,Entire home/apt,6,2,5,172
Home in Binisafua,Holidu,No info,Sant Lluis,Entire home,Entire home/apt,6,2,6,118
Villa in Sant Jaume,World2Meet,No info,Alaior,Entire villa,Entire home/apt,6,2,5,154
Villa in Illes Balears,Prestige Villas Spain,No info,Alaior,Entire villa,Entire home/apt,6,2,5,0
Rental unit in Cala en Porter,Nicolas,No info,Alaior,Entire rental unit,Entire home/apt,4,1,3,81
Hotel in Islas Baleares,Agroturismo,No info,Ferreries,Room in Hotel,Private room,2,1,1,3856
Rental unit in San Jaime Mediterraneo,Noel,No info,Alaior,Entire rental unit,Entire home/apt,4,1,4,80
Villa in Illes Balears,Menorca Habitat,No info,Ferreries,Entire villa,Entire home/apt,6,3,4,154
Home in Ciutadella de Menorca,Xavi,No info,Ciutadella de Menorca,Private room in home,Private room,2,1,1,65
Villa in Binisafua,Holidu,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,4,158
Hotel in Es Mercadal,Vicent,No info,Es Mercadal,Room in Hotel,Private room,2,1,1,138
Hotel in Es Mercadal,Vicent,No info,Es Mercadal,Room in Hotel,Private room,2,1,1,139
Home in Illes Balears,Juan,No info,Alaior,Entire home,Entire home/apt,3,2,3,230
Home in Ciutadella de Menorca,Adriana,No info,Ciutadella de Menorca,Private room in home,Private room,2,1,1,120
Rental unit in Cala Galdana,Angela,No info,Ferreries,Entire rental unit,Entire home/apt,2,1,1,50
Rental unit in Son Parc,Holidu,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,2,2,105
Casa particular in Mao,Luis,No info,Mahon,Private room in Casa particular,Private room,1,1,1,150
Villa in Son Bou,Prestige Villas Spain,No info,Alaior,Entire villa,Entire home/apt,6,2,5,0
Home in Mao,Antonio,No info,Mahon,Entire home,Entire home/apt,4,1,0,180
Rental unit in Son Parc,Holidu,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,2,4,70
Chalet in Cala en Porter,Maribel,No info,Alaior,Entire chalet,Entire home/apt,6,2,5,125
Condo in Cala en Porter,Vanessa,No info,Alaior,Entire condo,Entire home/apt,5,1,3,195
Home in Binisafua,Holidu,No info,Sant Lluis,Entire home,Entire home/apt,4,1,4,79
Condo in Son Parc,Carlos,No info,Es Mercadal,Entire condo,Entire home/apt,2,1,1,65
Home in Mao,Maripaz,No info,Mahon,Entire home,Entire home/apt,2,1,1,81
Rental unit in Son Parc,Christine,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,2,5,180
Villa in Sant Lluis,Villa Plus,No info,Sant Lluis,Entire villa,Entire home/apt,10,6,8,479
Cottage in San Jaime Mediterraneo,Virginia,No info,Alaior,Entire cottage,Entire home/apt,4,1,3,260
Condo in Son Parc,Davide,No info,Es Mercadal,Entire condo,Entire home/apt,4,2,3,500
Chalet in Punta Prima,Marta,No info,Sant Lluis,Entire chalet,Entire home/apt,10,4,7,1000
Chalet in Cala en Porter,Pedro,No info,Alaior,Entire chalet,Entire home/apt,6,2,5,160
Condo in Ciutadella de Menorca,Daniel,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,5,100
Home in Biniancolla,Menorca Habitat,No info,Sant Lluis,Entire home,Entire home/apt,4,1,3,76
Villa in Punta Prima,Holidays,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,6,1177
Villa in Punta Prima,Holidays,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,4,1177
Villa in S'Algar,Lynn,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,6,400
Chalet in S'Algar,Gemma,No info,Sant Lluis,Entire chalet,Entire home/apt,6,2,5,1000
Chalet in S'Algar,Gemma,No info,Sant Lluis,Entire chalet,Entire home/apt,6,3,5,400
Villa in Sant Jaume,Prestige Villas Spain,No info,Alaior,Entire villa,Entire home/apt,8,3,7,0
Rental unit in Sant Lluis,Willy Y Yago,No info,Sant Lluis,Entire rental unit,Entire home/apt,4,1,3,82
Villa in S'Algar,Gemma,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,1000
Villa in Es Castell,Sally-Anne,No info,Es Castell,Entire villa,Entire home/apt,6,3,5,324
Villa in Serpentona,Pedro,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,2,8,120
Villa in Sant Lluis,3Villas,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,300
Condo in Son Carrio,Loly,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,2,25
Condo in Ciutadella de Menorca,Andrea,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,3,45
Rental unit in Ciutadella de Menorca,Eli,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,2,60
Cabin in Biniancolla,Gloria,No info,Sant Lluis,Entire cabin,Entire home/apt,4,3,2,175
Rental unit in Port d'Addaia,World2Meet,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,61
Villa in Sant Jaume,Prestige Villas Spain,No info,Alaior,Entire villa,Entire home/apt,7,2,5,0
Home in Illes Balears,Margarita,No info,Ciutadella de Menorca,Entire home,Entire home/apt,5,2,4,100
Villa in Cala Llonga,World2Meet,No info,Mahon,Entire villa,Entire home/apt,6,2,5,135
Rental unit in San Jaime Mediterraneo,Holidu,No info,Alaior,Entire rental unit,Entire home/apt,4,1,4,87
Chalet in Cap d'en Font,Casabo Cartera,No info,Sant Lluis,Entire chalet,Entire home/apt,12,4,10,330
Guesthouse in Illes Balears,Marta,No info,Mahon,Entire guesthouse,Entire home/apt,2,1,1,116
Rental unit in Es Castell,Delprat,No info,Es Castell,Entire rental unit,Entire home/apt,3,1,2,18
Villa in Illes Balears,Enrique,No info,Mahon,Entire villa,Entire home/apt,8,3,6,300
Chalet in Ciutadella de Menorca,Belen,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,6,2,5,120
Home in Sant Lluis,David,No info,Sant Lluis,Entire home,Entire home/apt,6,2,4,240
Rental unit in Mao,Jetsun Sebastian,No info,Mahon,Entire rental unit,Entire home/apt,3,1,1,209
Villa in Cala Blanca,MauterVillas,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,7,2,6,175
Chalet in Cap d'Artrutx,Francesco,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,6,2,5,60
Rental unit in Ciutadella de Menorca,Lena,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,6,1,5,163
Villa in Sant Lluis,Nicolas,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,6,260
Villa in L'Argentina,Holidu,No info,Alaior,Entire villa,Entire home/apt,6,3,6,151
Rental unit in Ciutadella de Menorca,Jose,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,2,1,1,30
Villa in Sant Lluis,Holidu,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,175
Home in Cala en Porter,Luisa,No info,Alaior,Entire home,Entire home/apt,7,2,5,72
Villa in Binibequer,Villa Plus,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,420
Rental unit in Arenal d'en Castell,Maurizio,No info,Es Mercadal,Entire rental unit,Entire home/apt,5,1,4,115
Rental unit in Ciutadella de Menorca,Daniel,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,100
Rental unit in Arenal d'en Castell,World2Meet,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,97
Villa in Sant Lluis,World2Meet,No info,Sant Lluis,Entire villa,Entire home/apt,6,3,5,290
Condo in Arenal d'en Castell,Jose Alberto,No info,Es Mercadal,Entire condo,Entire home/apt,4,1,2,80
Camper/RV in Mao,Naro,No info,Mahon,Camper/RV,Entire home/apt,2,1,1,99
Condo in Son Parc,Julio,No info,Es Mercadal,Entire condo,Entire home/apt,4,1,4,120
Rental unit in Son Parc,Gema,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,120
Rental unit in Arenal d'en Castell,Holidu,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,2,124
Vacation home in Arenal d'en Castell,Marga,No info,Es Mercadal,Entire vacation home,Entire home/apt,6,2,3,160
Home in Illes Balears,Maripaz,No info,Mahon,Entire home,Entire home/apt,6,2,4,300
Villa in Sant Lluis,Holidu,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,6,132
Rental unit in Es Castell,Ester,No info,Es Castell,Entire rental unit,Entire home/apt,6,2,3,160
Home in Binibequer,Holidu,No info,Sant Lluis,Entire home,Entire home/apt,6,2,4,219
Rental unit in Es Mercadal,Oasis,No info,Es Mercadal,Entire rental unit,Entire home/apt,5,1,5,76
Rental unit in Ciutadella de Menorca,Toni,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,4,110
Villa in Binibequer,Oscar,No info,Sant Lluis,Entire villa,Entire home/apt,4,2,3,200
Villa in Binibequer,Solmar,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,219
Loft in Ciutadella de Menorca,Neus,No info,Ciutadella de Menorca,Entire loft,Entire home/apt,3,1,2,72
Rental unit in Arenal d'en Castell,Bernardo,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,4,101
Home in Binibequer,Biniparadise,No info,Sant Lluis,Entire home,Entire home/apt,4,1,3,177
Villa in Binibequer,Villas,No info,Sant Lluis,Entire villa,Entire home/apt,4,2,3,175
Home in Es Castell,Marcos,No info,Es Castell,Entire home,Entire home/apt,8,1,6,150
Villa in Cala en Porter,Villa Plus,No info,Alaior,Entire villa,Entire home/apt,6,2,5,339
Home in Alaior,Anna&Marga,No info,Alaior,Entire home,Entire home/apt,6,3,5,168
Condo in Ciutadella de Menorca,Mercedes,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,2,50
Condo in Cala en Blanes,Joaquin,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,3,1,3,45
Villa in Binibequer,Holidu,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,4,132
Loft in Sant Lluis,Jose,No info,Sant Lluis,Entire loft,Entire home/apt,2,1,2,150
Villa in Binibequer,Menorca Luxury Broker,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,3,150
Rental unit in Port d'Addaia,Buchungsservice SECRA Bookings,No info,Es Mercadal,Entire rental unit,Entire home/apt,5,2,3,120
Rental unit in Arenal d'en Castell,Patrice,No info,Es Mercadal,Entire rental unit,Entire home/apt,2,1,1,72
Rental unit in Los Delfines,Joaquin,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,2,39
Home in Cala Llonga,Menorca Luxury Broker,No info,Mahon,Entire home,Entire home/apt,12,5,8,800
Rental unit in Son Parc,Bea,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,0
Rental unit in Es Mercadal,Caroline,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,65
Chalet in Urbanizacion Punta Grossa,Pep,No info,Es Mercadal,Entire chalet,Entire home/apt,6,2,6,135
Villa in Los Delfines,Joaquin,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,84
Rental unit in Mao,Sara,No info,Mahon,Entire rental unit,Entire home/apt,6,1,6,164
Rental unit in Arenal d'en Castell,Jordi,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,0,5,104
Condo in Ciutadella de Menorca,Joaquin,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,4,45
Townhouse in Es Mercadal,Barber Coll,No info,Es Mercadal,Entire townhouse,Entire home/apt,5,2,4,124
Condo in Ciutadella de Menorca,Elena Patricia,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,2,1,1,65
Home in Arenal d'en Castell,Menorca Vip Experience. S.L.,No info,Es Mercadal,Entire home,Entire home/apt,6,2,5,88
Rental unit in Arenal d'en Castell,Miguel,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,40
